Feature,Age value,ASV,Shapley,Seed
HypDistrib,11-30_days,1.1782866697225993e-05,5.211464827880263e-05,32
HypDistrib,4-10_days,0.0009114059460672688,-0.0032584789022803307,32
CO2,0-3_days,-0.0031372005013131656,-0.0065378177259117366,32
CO2,11-30_days,0.0037276567803877425,0.005255433884449303,32
CO2,4-10_days,-0.0005548028255947328,0.0012823783326894045,32
GruntingReport,0-3_days,-0.0011242751970966776,0.02157393567962572,32
GruntingReport,11-30_days,4.502198188818347e-06,-0.0013271401240490376,32
GruntingReport,4-10_days,0.002135797292028007,-0.02024679532740265,32
LVH,0-3_days,-0.022140103438325766,0.029184351051226257,32
LVH,11-30_days,0.007080348531328905,-0.012913629664108157,32
LVH,4-10_days,0.015324796363115805,-0.016270731727126987,32
Disease,0-3_days,-0.05136693998930386,0.3093020954728127,53
Disease,11-30_days,0.05274260293164907,-0.12917925257235766,53
Disease,4-10_days,-0.00013799641844720878,-0.18012285701930522,53
CardiacMixing,0-3_days,0.022765368696739945,-0.0147949591698125,53
CardiacMixing,11-30_days,0.0,-0.0034606012562289836,53
CardiacMixing,4-10_days,-0.022765368696739913,0.018255556343356148,53
CO2Report,0-3_days,0.0,0.0015659327106550336,53
CO2Report,11-30_days,0.0,-0.0029716811398975552,53
CO2Report,4-10_days,0.0,0.0014057480567134916,53
LungParench,0-3_days,0.00020514999567920568,-0.007048145984299481,53
LungParench,11-30_days,0.00023265635962963028,0.0007165928557515144,53
LungParench,4-10_days,-0.003846626515133748,0.00633155319839716,53
DuctFlow,0-3_days,-0.006862961469194527,-0.009005705993622541,53
DuctFlow,11-30_days,-0.00018364914680519572,-0.010810821332270279,53
DuctFlow,4-10_days,0.007276272733660337,0.019816526521462947,53
Grunting,0-3_days,-0.006661939770612796,-9.95426718145609e-05,53
Grunting,11-30_days,0.0005535114382222223,0.0005321663070935755,53
Grunting,4-10_days,0.009704409912888887,-0.0004326236923225224,53
LungFlow,0-3_days,0.0010847452793612896,0.04684032005956396,53
LungFlow,11-30_days,0.004256776625661374,-0.007623143312521279,53
LungFlow,4-10_days,0.00131511111111111,-0.039217175799421966,53
LVHreport,0-3_days,-2.5516655767937776e-05,0.003986019431613386,53
LVHreport,11-30_days,0.0,-0.0003002987086074427,53
LVHreport,4-10_days,2.5516655767935733e-05,-0.0036857204721309246,53
ChestXray,0-3_days,0.03217128584487795,0.0023932245356263595,53
ChestXray,11-30_days,0.0028252528934391546,-0.0023802777141099796,53
ChestXray,4-10_days,-0.035263559261964714,-1.2943807523697615e-05,53
BirthAsphyxia,0-3_days,-0.0019116521405441178,-0.0007926205545663833,53
BirthAsphyxia,11-30_days,0.00038986073979496716,0.0010163033194839953,53
BirthAsphyxia,4-10_days,0.0020784357854454205,-0.0002236826904118061,53
RUQO2,0-3_days,0.0,0.003793410724028945,53
RUQO2,11-30_days,0.0,0.0044241056818282234,53
RUQO2,4-10_days,0.0,-0.008217515493743121,53
Sick,0-3_days,-0.0012138915812888696,0.0010543611831963062,53
Sick,11-30_days,0.0002214906540000002,0.003242318762931973,53
Sick,4-10_days,0.0020718844226666677,-0.004296680921688676,53
XrayReport,0-3_days,-0.0006882241094997623,-0.002537514315918088,53
XrayReport,11-30_days,0.000992600031746033,0.0006099538964917883,53
XrayReport,4-10_days,0.0019135286839826805,0.001927558637689799,53
LowerBodyO2,0-3_days,0.0014791321399493054,0.014552248176187277,53
LowerBodyO2,11-30_days,0.0010667296556998555,-0.006254711642977782,53
LowerBodyO2,4-10_days,-0.0036335270102619576,-0.008297535513993353,53
HypoxiaInO2,0-3_days,-6.974191613227076e-05,0.0035377949196845294,53
HypoxiaInO2,11-30_days,0.0,-0.012988001260091551,53
HypoxiaInO2,4-10_days,6.974191613226294e-05,0.00945020404877141,53
HypDistrib,0-3_days,-0.07450476085137867,-0.027615368971601127,53
HypDistrib,11-30_days,-0.0005823444699422787,0.004957496256101876,53
HypDistrib,4-10_days,0.07578290777095059,0.02265787586919032,53
CO2,0-3_days,0.00015506134293891702,-0.0030233611073344946,53
CO2,11-30_days,0.0005428817082539694,0.0014417130034416914,53
CO2,4-10_days,-0.0012924118669841284,0.0015816475672181696,53
GruntingReport,0-3_days,-0.002911538975792209,0.005460159769281745,53
GruntingReport,11-30_days,9.544269142857142e-05,-0.000819042082875967,53
GruntingReport,4-10_days,0.0036724637911111154,-0.004641117751598358,53
LVH,0-3_days,-0.00029442635014624466,0.0032661505602300167,53
LVH,11-30_days,0.0,-0.004687570529058576,53
LVH,4-10_days,0.0002944263501462493,0.001421420039550867,53
Disease,0-3_days,-0.02619431183907905,0.15460990250110626,420
Disease,11-30_days,0.03264051084533899,-0.10211435085162521,420
Disease,4-10_days,-0.0019980129122608853,-0.0524955490604043,420
CardiacMixing,0-3_days,0.004415286556169397,0.008985230326652527,420
CardiacMixing,11-30_days,0.004472912951691561,-0.0035474418755620718,420
CardiacMixing,4-10_days,-0.011765109081318177,-0.005437792465090752,420
CO2Report,0-3_days,7.233555144538349e-19,0.0018099169712513686,420
CO2Report,11-30_days,0.0,-0.0016063233884051442,420
CO2Report,4-10_days,0.0,-0.00020359362941235303,420
LungParench,0-3_days,-0.004752578902270996,0.0015538759669288993,420
LungParench,11-30_days,0.0030074353643654646,-0.0018930392604670488,420
LungParench,4-10_days,0.005771791242362216,0.0003391605109209195,420
DuctFlow,0-3_days,-0.007944073044188598,-0.011689177883090452,420
DuctFlow,11-30_days,0.0011768550311981717,0.007173159359954297,420
DuctFlow,4-10_days,0.008873867118351414,0.004516019383445382,420
Grunting,0-3_days,-5.239831863678214e-06,-0.004223683383315802,420
Grunting,11-30_days,-0.0002858634201138916,-0.0031052082229871304,420
Grunting,4-10_days,0.0008019746877660162,0.007328891886863857,420
LungFlow,0-3_days,-0.005491024778106528,-0.0019029035849962384,420
LungFlow,11-30_days,0.00020201807503382167,-0.0021575824345927684,420
LungFlow,4-10_days,0.005648193606492211,0.004060485441004858,420
LVHreport,0-3_days,-0.00038988730082247923,0.02630770086310804,420
LVHreport,11-30_days,0.01748143313508633,-0.02748335760552436,420
LVHreport,4-10_days,0.00023303250387258085,0.0011756580451037736,420
ChestXray,0-3_days,-0.0023074204472730915,0.07269962590420619,420
ChestXray,11-30_days,-0.0023992643059102176,-0.027350726725126152,420
ChestXray,4-10_days,0.004432144187415742,-0.04534890343667939,420
BirthAsphyxia,0-3_days,-0.002173101112968756,0.011578261731192469,420
BirthAsphyxia,11-30_days,0.0006612002666394542,-0.0024716108018765226,420
BirthAsphyxia,4-10_days,0.0026583293763251734,-0.00910665180766955,420
RUQO2,0-3_days,-0.0036377089952309436,0.03674752710387111,420
RUQO2,11-30_days,-0.013709420640720178,-0.008065760735189543,420
RUQO2,4-10_days,0.0036184112097045113,-0.028681777068413794,420
Sick,0-3_days,-0.010099117697187366,-0.00010539636248722672,420
Sick,11-30_days,0.0008934828349753508,-0.003116635080659762,420
Sick,4-10_days,0.008967751583307204,0.0032220302091445774,420
XrayReport,0-3_days,-0.001626832035261809,-0.00272754623554647,420
XrayReport,11-30_days,-0.001639898831745879,-0.004141725514200516,420
XrayReport,4-10_days,0.0016493900622081756,0.006869274495402351,420
LowerBodyO2,0-3_days,-0.0017827396877814663,-0.00578423366881907,420
LowerBodyO2,11-30_days,-0.0022529119715046413,0.004796709959628061,420
LowerBodyO2,4-10_days,0.0018326766944061137,0.0009875236335210502,420
HypoxiaInO2,0-3_days,-0.004581692462722174,-0.00820350353140384,420
HypoxiaInO2,11-30_days,-3.2953885320119713e-06,0.002762102434062399,420
HypoxiaInO2,4-10_days,0.008600065292902713,0.005441401200369,420
HypDistrib,0-3_days,-0.005435442053471841,0.002301291744224727,420
HypDistrib,11-30_days,-1.4644611858505445e-05,0.0005527785423328169,420
HypDistrib,4-10_days,0.005263346387417127,-0.002854070425964892,420
CO2,0-3_days,0.0032647752868678916,0.04540618167258799,420
CO2,11-30_days,-0.0015433118073165655,-0.002701681493781507,420
CO2,4-10_days,-0.004389612888036787,-0.04270449071191251,420
GruntingReport,0-3_days,2.914901088011737e-05,0.008271779692731797,420
GruntingReport,11-30_days,-2.7574026993006945e-05,-0.00044854181993287057,420
GruntingReport,4-10_days,2.3563547380483846e-06,-0.007823238212149591,420
LVH,0-3_days,-0.002071618759582199,-0.0009861604124307632,420
LVH,11-30_days,0.009297151807223732,-0.0005641860724426806,420
LVH,4-10_days,0.0021666626196735175,0.0015503465989604593,420
Disease,0-3_days,-0.05902446921338412,0.01851249545812607,5
Disease,11-30_days,0.04693767211287858,-0.055476958137005566,5
Disease,4-10_days,0.013136237256320349,0.03696445532143116,5
CardiacMixing,0-3_days,-0.007607101822697033,-0.010247111786156893,5
CardiacMixing,11-30_days,0.00430654868423387,0.013357607130892575,5
CardiacMixing,4-10_days,0.003607567407761968,-0.0031104961084201933,5
CO2Report,0-3_days,5.7160714285713966e-05,-0.003156713116914034,5
CO2Report,11-30_days,-9.827023809523813e-05,0.0015655801363755018,5
CO2Report,4-10_days,4.1109523809523814e-05,0.0015911331493407488,5
LungParench,0-3_days,-0.0025444310745191766,-0.0004174438212066889,5
LungParench,11-30_days,-0.0005418659533616161,0.0006596358795650303,5
LungParench,4-10_days,0.0022991491880492193,-0.0002421920734923333,5
DuctFlow,0-3_days,-0.003550140083824929,-0.0046068188361823555,5
DuctFlow,11-30_days,0.0006159643918254039,0.00012694190780166537,5
DuctFlow,4-10_days,0.0030478346111671192,0.004479875946417451,5
Grunting,0-3_days,-0.00021649771571658546,0.0072341523389332,5
Grunting,11-30_days,0.0,-0.0033085951046086847,5
Grunting,4-10_days,0.00021386556745448082,-0.003925557909533381,5
LungFlow,0-3_days,-0.0010526620877326987,0.0030489269737154247,5
LungFlow,11-30_days,-2.2453244630106225e-05,-0.0009228195063769818,5
LungFlow,4-10_days,0.002896591245664249,-0.0021261083288118244,5
LVHreport,0-3_days,-0.0002316093237441255,0.0048496007919311525,5
LVHreport,11-30_days,0.0002492079513551267,0.00043449625140056013,5
LVHreport,4-10_days,-2.2883233680673303e-05,-0.005284095611423254,5
ChestXray,0-3_days,0.004285693060616983,0.001683012533467263,5
ChestXray,11-30_days,-0.00471257305684127,-0.004056572979316116,5
ChestXray,4-10_days,-0.0019516648253070303,0.002373560455162078,5
BirthAsphyxia,0-3_days,-0.004279803692808559,0.013313898164778949,5
BirthAsphyxia,11-30_days,0.0009225890878781992,-0.003454741328023374,5
BirthAsphyxia,4-10_days,0.0050925491944580625,-0.009859157376922667,5
RUQO2,0-3_days,-5.615944055944001e-06,0.02295040769968182,5
RUQO2,11-30_days,0.0,-0.014473830552306026,5
RUQO2,4-10_days,5.615944055944057e-06,-0.008476576851680875,5
Sick,0-3_days,-0.00018072206926715925,-0.0025972534250468015,5
Sick,11-30_days,-1.6399696726671495e-20,0.00020185551780741663,5
Sick,4-10_days,0.00017888889726715536,0.0023953976342454553,5
XrayReport,0-3_days,0.0003227380013825632,0.016690915301442146,5
XrayReport,11-30_days,-0.0006615820105820108,-0.006485436549410224,5
XrayReport,4-10_days,-3.989366675053326e-05,-0.010205471399240195,5
LowerBodyO2,0-3_days,0.003345980037967702,-0.0018452329700812697,5
LowerBodyO2,11-30_days,0.0015078548174962954,0.004802553665358573,5
LowerBodyO2,4-10_days,-0.0032740516258343796,-0.00295732029248029,5
HypoxiaInO2,0-3_days,-0.014919955496441614,0.017387785874307157,5
HypoxiaInO2,11-30_days,0.005892622871783481,-0.005050942543894052,5
HypoxiaInO2,4-10_days,0.015768609055704746,-0.01233684429898858,5
HypDistrib,0-3_days,-0.0008214833777444824,-0.0034056512638926508,5
HypDistrib,11-30_days,0.0006882682543890548,0.007056589084677398,5
HypDistrib,4-10_days,0.00016882105013297805,-0.0036509391386061905,5
CO2,0-3_days,0.009096947503178951,0.007433275645598769,5
CO2,11-30_days,-0.003149208300625302,-0.0021392292366363107,5
CO2,4-10_days,-0.0040540098214274164,-0.0052940427558496594,5
GruntingReport,0-3_days,0.0003152624527092155,0.0011129629984498023,5
GruntingReport,11-30_days,0.0,0.0006731482036411762,5
GruntingReport,4-10_days,-0.00031546889935146327,-0.0017861110577359796,5
LVH,0-3_days,-0.0006204008788418461,0.0,5
LVH,11-30_days,0.000715201245372313,0.0,5
LVH,4-10_days,-0.00019612473172700402,0.0,5
CO2Report,0-3_days,1.5549342081584826e-19,0.004071512017399073,100
CO2Report,11-30_days,0.0,-0.0014941992028616369,100
CO2Report,4-10_days,0.0,-0.0025773132871836422,100
ChestXray,0-3_days,-0.004915878591149578,-0.0006560506531968713,100
ChestXray,11-30_days,0.003924125925925922,-0.005850238965649623,100
ChestXray,4-10_days,0.00099085503030303,0.006506286786170676,100
LowerBodyO2,0-3_days,0.00023356666666663506,0.007038991351146251,100
LowerBodyO2,11-30_days,-0.00024481666666666693,0.0007243681338150054,100
LowerBodyO2,4-10_days,1.1249999999999996e-05,-0.007763360384851694,100
GruntingReport,0-3_days,0.0,-0.0018964840937405825,100
GruntingReport,11-30_days,0.0,8.524369448423386e-05,100
GruntingReport,4-10_days,0.0,0.0018112398986704647,100
RUQO2,0-3_days,-0.00014240315656559026,-0.007602019757032394,100
RUQO2,11-30_days,0.0,0.006792817211244255,100
RUQO2,4-10_days,0.00014240315656565658,0.0008091926062479615,100
XrayReport,0-3_days,1.7002380952213847e-05,0.002861489150673151,100
XrayReport,11-30_days,0.0,0.009332643787492998,100
XrayReport,4-10_days,0.0,-0.012194134544115514,100
HypDistrib,0-3_days,-0.0006806713643001211,-0.0024277287628501655,100
HypDistrib,11-30_days,-2.1947103174603106e-05,0.0010117601696401834,100
HypDistrib,4-10_days,0.0007026184674747474,0.001415968481451273,100
BirthAsphyxia,0-3_days,-0.0023357166605126878,0.0005474266409873962,100
BirthAsphyxia,11-30_days,-0.0008384118218419806,-0.0005961652647238225,100
BirthAsphyxia,4-10_days,0.003221650692421439,4.873833619058132e-05,100
DuctFlow,0-3_days,9.427468241072758e-18,0.009864157689735293,100
DuctFlow,11-30_days,0.0,-0.005096718951826915,100
DuctFlow,4-10_days,-6.254109934359024e-20,-0.004767437382834032,100
LungFlow,0-3_days,0.00017092286375665466,-0.002099283034913242,100
LungFlow,11-30_days,-0.00017092286375661417,0.0017620476556476205,100
LungFlow,4-10_days,0.0,0.0003372358344495296,100
CardiacMixing,0-3_days,9.476448766165075e-06,-0.002090962678194046,100
CardiacMixing,11-30_days,0.0,0.0015983798535307869,100
CardiacMixing,4-10_days,3.8008909090903623e-07,0.0004925817518960685,100
Grunting,0-3_days,1.1616971462036243e-17,-0.003283519768156111,100
Grunting,11-30_days,0.0,3.72048921417445e-05,100
Grunting,4-10_days,0.0,0.0032463145768269895,100
LVH,0-3_days,1.3605674321386722e-18,0.002593630515038967,100
LVH,11-30_days,0.0,-0.0005593890789896249,100
LVH,4-10_days,0.0,-0.0020342415012419225,100
LungParench,0-3_days,-0.0012301748161495196,0.004953955593518913,100
LungParench,11-30_days,0.0009785907076719576,-0.003263389992062002,100
LungParench,4-10_days,0.0003255954969696969,-0.0016905656567541881,100
CO2,0-3_days,0.00010654998412700104,-0.0016810373682528733,100
CO2,11-30_days,0.0,-0.0010018477088306098,100
CO2,4-10_days,0.0,0.0026828854030463843,100
LVHreport,0-3_days,0.0,-0.0015752090606838466,100
LVHreport,11-30_days,0.0,0.002846296280622482,100
LVHreport,4-10_days,0.0,-0.0012710872665047646,100
Sick,0-3_days,1.7801278266966797e-18,-0.0016756408754736185,100
Sick,11-30_days,0.0,0.0017252164566889405,100
Sick,4-10_days,0.0,-4.957555327564478e-05,100
HypoxiaInO2,0-3_days,0.00012060443722950713,0.0021257717721164227,100
HypoxiaInO2,11-30_days,0.0,-0.0004158350778743625,100
HypoxiaInO2,4-10_days,-3.418737373737385e-05,-0.0017099369480274617,100
Disease,0-3_days,-0.07575923078208713,0.08733748316764832,100
Disease,11-30_days,0.055895514454592524,-0.08125494381412864,100
Disease,4-10_days,0.020843265168460932,-0.0060825393348932265,100
CO2Report,0-3_days,0.0011513792911258217,-0.04072341832332313,101
CO2Report,11-30_days,-0.0028424675973354307,0.02099668245646171,101
CO2Report,4-10_days,0.0016910883062095621,0.01972673382377252,101
ChestXray,0-3_days,0.004249785766775225,-0.015375043556559831,101
ChestXray,11-30_days,-0.0355683783105078,-0.00763042934180703,101
ChestXray,4-10_days,0.03134262116703014,0.023005471411161126,101
LowerBodyO2,0-3_days,-0.0014155547205853057,-0.00029834145680069924,101
LowerBodyO2,11-30_days,0.0009868680352430052,0.009928919996746118,101
LowerBodyO2,4-10_days,0.00042964091468731223,-0.009630578338983469,101
GruntingReport,0-3_days,-0.0013263412319787238,-0.012147176768630743,101
GruntingReport,11-30_days,0.0016576356834356071,0.00976513334782794,101
GruntingReport,4-10_days,-0.0003312944514568771,0.0023820433299988506,101
RUQO2,0-3_days,-0.08387797205416797,0.010506898025050759,101
RUQO2,11-30_days,0.0746955328974304,0.017102308019530027,101
RUQO2,4-10_days,0.009188828947088265,-0.027609205286717044,101
XrayReport,0-3_days,0.008487188847021557,-0.002965851309709251,101
XrayReport,11-30_days,-0.008093110964416452,-0.0014783559989882634,101
XrayReport,4-10_days,-0.00038972501376852083,0.004444208403001539,101
HypDistrib,0-3_days,0.003738448590211246,-0.011908179959282278,101
HypDistrib,11-30_days,-0.0029718755324785614,0.006506035658530891,101
HypDistrib,4-10_days,-0.00076646843339753,0.0054021433391608295,101
BirthAsphyxia,0-3_days,-0.0010792587218987348,-0.0006982162781059742,101
BirthAsphyxia,11-30_days,5.134262897156516e-05,-7.601707591675221e-05,101
BirthAsphyxia,4-10_days,0.0010232658077391765,0.0007742334879003465,101
DuctFlow,0-3_days,-0.011718306248125084,0.018992770621553065,101
DuctFlow,11-30_days,0.011782527860967161,-0.011386617352254689,101
DuctFlow,4-10_days,-1.0728482486972306e-18,-0.0076061544928234075,101
LungFlow,0-3_days,-0.00798108179172352,0.0013110496941953897,101
LungFlow,11-30_days,0.007544734486171744,-0.000735180553747341,101
LungFlow,4-10_days,0.0004721770257658701,-0.0005758689378853887,101
CardiacMixing,0-3_days,-0.03139772833887037,0.06200522213242948,101
CardiacMixing,11-30_days,0.02370248884251189,-0.0786650663864566,101
CardiacMixing,4-10_days,0.007808383946309038,0.01665984292165376,101
Grunting,0-3_days,-0.1692838192403872,0.01739775392692536,101
Grunting,11-30_days,0.1737894917222313,0.009321170963230542,101
Grunting,4-10_days,-0.004508673401352785,-0.026718926074681803,101
LVH,0-3_days,-0.003199087315418063,0.004081828333437443,101
LVH,11-30_days,-0.0015025612388385521,-0.001736666513606906,101
LVH,4-10_days,0.004697297944137032,-0.0023451594868674876,101
LungParench,0-3_days,0.011927599216624271,0.006349077788181603,101
LungParench,11-30_days,0.029364540613193157,0.0006817709148162976,101
LungParench,4-10_days,-0.04125228751307136,-0.007030848812428303,101
CO2,0-3_days,0.011142450005236962,0.0001002103672362864,101
CO2,11-30_days,-0.05165107983799538,0.017449690676294267,101
CO2,4-10_days,0.0405532222580244,-0.01754990214598365,101
LVHreport,0-3_days,0.02048202668792008,-0.012282281280495227,101
LVHreport,11-30_days,-0.0050846586675207,0.005497386400165851,101
LVHreport,4-10_days,-0.01538367522814669,0.006784896148601547,101
Sick,0-3_days,-0.018692944582281636,0.0008621636591851712,101
Sick,11-30_days,0.01602639271239687,0.001843199302093126,101
Sick,4-10_days,0.0027289259633487433,-0.0027053633448667824,101
HypoxiaInO2,0-3_days,-0.0019499253225329508,-0.007594489958137274,101
HypoxiaInO2,11-30_days,-0.00031954535848389276,0.0022285299585200844,101
HypoxiaInO2,4-10_days,0.0022655165958257203,0.005365960784256458,101
Disease,0-3_days,0.17578443787752274,-0.28148543000221254,101
Disease,11-30_days,-0.157423745569849,0.20802126735448837,101
Disease,4-10_days,-0.0183824270733344,0.07346415363252162,101
CO2Report,0-3_days,3.498601968356586e-19,0.0028724959143437445,102
CO2Report,11-30_days,0.0,-0.0006851239735260606,102
CO2Report,4-10_days,0.0,-0.0021873720339499413,102
ChestXray,0-3_days,0.002949329684293478,-0.0039026050362735987,102
ChestXray,11-30_days,0.0009470868917748923,0.004937185577582568,102
ChestXray,4-10_days,-0.0042780099020424,-0.0010345786297693848,102
LowerBodyO2,0-3_days,1.540654393939635e-05,-0.004053974999114871,102
LowerBodyO2,11-30_days,0.0,0.0060501999227562915,102
LowerBodyO2,4-10_days,0.0,-0.0019962249998934567,102
GruntingReport,0-3_days,0.0,0.0046751930564641955,102
GruntingReport,11-30_days,0.0,-0.0007215078640729189,102
GruntingReport,4-10_days,0.0,-0.003953684363514185,102
RUQO2,0-3_days,0.0001286207467532449,0.0031719070207327604,102
RUQO2,11-30_days,-8.237373737373727e-05,-7.710140198469162e-05,102
